datetime,open,high,low,close,volume
2026-03-05 09:15:00+05:30,88.3,91.95,66.4,71.25,1695850
2026-03-05 09:20:00+05:30,71.65,71.8,64.0,70.0,823225
2026-03-05 09:25:00+05:30,69.75,70.05,57.75,60.35,819325
2026-03-05 09:30:00+05:30,60.3,61.15,55.4,56.35,603850
2026-03-05 09:35:00+05:30,56.15,56.4,49.95,50.0,642980
2026-03-05 09:40:00+05:30,50.15,65.5,50.1,65.1,893230
2026-03-05 09:45:00+05:30,65.05,71.05,60.95,66.7,866970
2026-03-05 09:50:00+05:30,66.05,74.45,66.05,72.55,712075
2026-03-05 09:55:00+05:30,72.7,76.75,67.6,67.75,817375
2026-03-05 10:00:00+05:30,67.65,75.3,65.3,65.9,583505
2026-03-05 10:05:00+05:30,65.65,75.55,65.25,69.9,546130
2026-03-05 10:10:00+05:30,70.05,70.4,60.2,60.45,514930
2026-03-05 10:15:00+05:30,60.35,63.2,57.15,57.3,494130
2026-03-05 10:20:00+05:30,57.25,60.0,55.45,57.75,301405
2026-03-05 10:25:00+05:30,57.55,58.75,51.9,54.3,486850
2026-03-05 10:30:00+05:30,54.15,56.75,53.05,54.45,371995
2026-03-05 10:35:00+05:30,54.65,62.0,54.6,61.3,522470
2026-03-05 10:40:00+05:30,61.4,70.35,60.95,69.0,568620
2026-03-05 10:45:00+05:30,69.35,71.65,65.05,65.55,697190
2026-03-05 10:50:00+05:30,65.45,68.35,62.85,68.1,367575
2026-03-05 10:55:00+05:30,68.35,75.4,67.05,71.35,872625
2026-03-05 11:00:00+05:30,71.4,72.25,64.5,68.0,473720
2026-03-05 11:05:00+05:30,67.95,73.1,67.0,67.55,351390
2026-03-05 11:10:00+05:30,67.25,68.95,64.65,64.95,187915
2026-03-05 11:15:00+05:30,65.1,71.3,63.8,69.75,304980
2026-03-05 11:20:00+05:30,69.6,69.85,62.1,62.85,304330
2026-03-05 11:25:00+05:30,62.8,64.9,56.05,57.1,394615
2026-03-05 11:30:00+05:30,57.1,63.25,57.0,59.35,303680
2026-03-05 11:35:00+05:30,59.25,59.35,53.9,56.4,257985
2026-03-05 11:40:00+05:30,56.45,57.35,53.55,53.7,218920
2026-03-05 11:45:00+05:30,53.65,55.05,51.5,51.85,340275
2026-03-05 11:50:00+05:30,51.55,54.7,50.7,54.4,231985
2026-03-05 11:55:00+05:30,54.2,54.2,48.4,50.8,494585
2026-03-05 12:00:00+05:30,50.9,52.4,50.0,51.1,312390
2026-03-05 12:05:00+05:30,51.2,51.75,49.4,51.25,203125
2026-03-05 12:10:00+05:30,51.2,56.0,51.2,56.0,397475
2026-03-05 12:15:00+05:30,55.8,55.8,51.75,54.0,224965
2026-03-05 12:20:00+05:30,54.4,60.1,54.0,56.55,521690
2026-03-05 12:25:00+05:30,56.8,61.8,55.55,60.95,351065
2026-03-05 12:30:00+05:30,60.9,64.45,59.15,59.35,498030
2026-03-05 12:35:00+05:30,59.4,61.8,56.75,61.15,281125
2026-03-05 12:40:00+05:30,61.25,62.8,58.6,59.55,176085
2026-03-05 12:45:00+05:30,59.75,60.2,55.4,58.2,288210
2026-03-05 12:50:00+05:30,58.5,63.45,56.15,63.35,282360
2026-03-05 12:55:00+05:30,63.6,64.45,59.75,62.3,330395
2026-03-05 13:00:00+05:30,62.45,64.7,57.05,57.05,366925
2026-03-05 13:05:00+05:30,57.3,60.25,57.0,59.2,157690
2026-03-05 13:10:00+05:30,59.15,61.6,56.2,58.15,229645
2026-03-05 13:15:00+05:30,58.25,59.4,54.8,56.75,193180
2026-03-05 13:20:00+05:30,56.75,59.3,55.1,57.85,148655
2026-03-05 13:25:00+05:30,57.6,59.45,54.0,59.45,201955
2026-03-05 13:30:00+05:30,59.35,63.0,53.55,56.85,560885
2026-03-05 13:35:00+05:30,56.9,57.25,49.35,50.7,660075
2026-03-05 13:40:00+05:30,50.65,53.1,48.2,51.35,348660
2026-03-05 13:45:00+05:30,51.25,53.65,49.85,50.0,242450
2026-03-05 13:50:00+05:30,50.0,50.15,45.35,46.25,337545
2026-03-05 13:55:00+05:30,46.15,46.3,43.75,44.4,307060
2026-03-05 14:00:00+05:30,44.35,46.7,43.65,44.6,266370
2026-03-05 14:05:00+05:30,44.75,45.0,41.45,42.15,306020
2026-03-05 14:10:00+05:30,42.0,42.9,40.6,41.5,249730
2026-03-05 14:15:00+05:30,41.55,43.25,40.0,40.75,299975
2026-03-05 14:20:00+05:30,40.6,44.95,40.0,43.85,457600
2026-03-05 14:25:00+05:30,43.7,46.8,42.15,45.6,431340
2026-03-05 14:30:00+05:30,45.7,45.8,42.95,44.45,323635
2026-03-05 14:35:00+05:30,44.35,63.8,44.0,63.1,1303640
2026-03-05 14:40:00+05:30,63.15,88.7,63.15,81.9,3238820
2026-03-05 14:45:00+05:30,81.85,96.7,77.65,92.8,1838785
2026-03-05 14:50:00+05:30,92.25,122.95,90.65,117.55,2355470
2026-03-05 14:55:00+05:30,117.9,120.9,98.85,113.9,1746745
2026-03-05 15:00:00+05:30,113.85,113.95,92.3,94.4,1476020
2026-03-05 15:05:00+05:30,94.7,99.65,88.25,91.7,850590
2026-03-05 15:10:00+05:30,92.4,94.95,76.8,78.65,896415
2026-03-05 15:15:00+05:30,78.8,90.3,76.85,81.9,875095
2026-03-05 15:20:00+05:30,82.4,84.35,75.0,80.5,754975
2026-03-05 15:25:00+05:30,80.3,83.3,79.4,82.9,516880
